"","season","PlotID","Source","ElapsedTimeSinceUnewRunoffStarted_Minutes","data","proxy","detection level","method","detection frequency","type of mictobes","analysis type","amended field","names of microbes"
"3398","B","501","X","20","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3399","B","501","X","30","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3400","B","501","X","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3401","B","501","X","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3444","B","308","X","5","106.3","106.3","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3445","B","308","X","10","36.6","36.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3446","B","308","X","20","24","24","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3447","B","308","X","30","34.6","34.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3448","B","308","X","60","112.2","112.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3449","B","308","X","60","49.2","49.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3450","B","407","X","5","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3451","B","407","X","10","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3452","B","407","X","20","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3453","B","407","X","30","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3454","B","407","X","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3455","B","407","X","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3468","B","105","X","5","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3469","B","105","X","10","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3470","B","105","X","20","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3471","B","105","X","30","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3472","B","105","X","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3473","B","105","X","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3480","B","504","X","5","3475.266667","3475.266667","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3481","B","504","X","10","2408.6","2408.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3482","B","504","X","20","2198.3","2198.3","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3483","B","504","X","30","1007.2","1007.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3484","B","504","X","60","1541.4","1541.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3485","B","504","X","60","1985.4","1985.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3492","B","402","X","5","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3493","B","402","X","10","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"3494","B","402","X","20","8.2","8.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3495","B","402","X","30","6","6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3496","B","402","X","60","8.2","8.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"3497","B","402","X","60","8.2","8.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4797","C","105","X","10","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"4798","C","105","X","20","5.15","5.15","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4799","C","105","X","30","6.65","6.65","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4800","C","105","X","30","3","3","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4801","C","105","X","5","2","2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4802","C","105","X","60","9.95","9.95","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4803","C","105","X","60","10.05","10.05","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4832","C","110","X","10","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"4833","C","110","X","20","4","4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4834","C","110","X","30","8.2","8.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4835","C","110","X","30","4","4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4836","C","110","X","5","200","200","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4837","C","110","X","60","19.6","19.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4838","C","110","X","60","6.2","6.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4874","C","204","X","10","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"4875","C","204","X","20","6","6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4876","C","204","X","30","21.8","21.8","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4877","C","204","X","30","8.2","8.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4878","C","204","X","5","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"4879","C","204","X","60","147.1","147.1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4880","C","204","X","60","82.3","82.3","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4916","C","308","X","10","21.35","21.35","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4917","C","308","X","20","22.35","22.35","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4918","C","308","X","30","21.85","21.85","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4919","C","308","X","30","20.85","20.85","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4920","C","308","X","5","25.56666667","25.56666667","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4921","C","308","X","60","28.55","28.55","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4922","C","308","X","60","16.15","16.15","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4930","C","402","X","10","16.2","16.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4931","C","402","X","20","33.5","33.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4932","C","402","X","30","23","23","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4933","C","402","X","30","21.9","21.9","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4934","C","402","X","5","14.66666667","14.66666667","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4935","C","402","X","60","18.6","18.6","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4936","C","402","X","60","22.1","22.1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4953","C","405","X","10","10.4","10.4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4954","C","405","X","20","2","2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4955","C","405","X","30","8.2","8.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4956","C","405","X","30","6.2","6.2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4957","C","405","X","5","2","2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4958","C","405","X","60","21.8","21.8","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4959","C","405","X","60","17","17","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4967","C","407","X","10","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"4968","C","407","X","20","1","1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4969","C","407","X","30","1","1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4970","C","407","X","30","2","2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4971","C","407","X","5","1","1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4972","C","407","X","60","10.1","10.1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"4973","C","407","X","60","13.35","13.35","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5010","C","501","X","10","4","4","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5011","C","501","X","20","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"5012","C","501","X","30","51","51","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5013","C","501","X","30","2","2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5014","C","501","X","5","2","2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5015","C","501","X","60","2","2","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5016","C","501","X","60","0.5","0.25","BDL","EColiCulturableColilert_MPNPer100ML","0","indicator","culturable","0","EColi"
"5031","C","504","X","10","16.95","16.95","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5032","C","504","X","20","40.75","40.75","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5033","C","504","X","30","20.7","20.7","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5034","C","504","X","30","26.5","26.5","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5035","C","504","X","5","26.63333333","26.63333333","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5036","C","504","X","60","5.1","5.1","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"5037","C","504","X","60","10.55","10.55","WR","EColiCulturableColilert_MPNPer100ML","1","indicator","culturable","0","EColi"
"856","A","204","X","5","850","850","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"857","A","204","X","10","700","700","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"858","A","204","X","20","900","900","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"859","A","204","X","30","1250","1250","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"860","A","204","X","60","850","850","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"861","A","204","X","60","1400","1400","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"874","A","405","X","5","2100","2100","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"875","A","405","X","10","1700","1700","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"876","A","405","X","20","2000","2000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"877","A","405","X","30","100","100","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"878","A","405","X","60","1000","1000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"879","A","405","X","60","900","900","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"898","A","104","X","5","84000","84000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"899","A","104","X","10","98000","98000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"900","A","104","X","20","55000","55000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"901","A","104","X","30","41000","41000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"902","A","104","X","60","283000","283000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"903","A","104","X","60","192000","192000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"916","A","501","X","5","44800","44800","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"917","A","501","X","10","26000","26000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"918","A","501","X","20","57000","57000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"919","A","501","X","30","126000","126000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"920","A","501","X","60","40000","40000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"921","A","501","X","60","20000","20000","WR","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"964","A","308","X","5","66000","66000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"965","A","308","X","10","13000","13000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"966","A","308","X","20","13000","13000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"967","A","308","X","30","16000","16000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"968","A","308","X","60","11000","11000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"969","A","308","X","60","9000","9000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"970","A","407","X","5","12750","12750","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"971","A","407","X","10","12050","12050","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"972","A","407","X","20","18700","18700","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"973","A","407","X","30","16100","16100","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"974","A","407","X","60","9200","9200","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"975","A","407","X","60","9800","9800","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
"988","A","504","X","5","152000","152000","WRC","enterococciCulturableMEI_CFUPer100ML","1","indicator","culturable","1","entero"
