"","plot","result","dl","method"
"9888","C-106-P-5",NA,"ANP","enterococciQPCR_GU100ML"
"9889","C-106-P-10",NA,"ANP","enterococciQPCR_GU100ML"
"9890","C-106-P-20",NA,"ANP","enterococciQPCR_GU100ML"
"9891","C-106-P-30",NA,"ANP","enterococciQPCR_GU100ML"
"9892","C-106-P-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9893","C-106-P-60",NA,"ANP","enterococciQPCR_GU100ML"
"9894","C-106-P-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9895","C-105-X-5",NA,"ANP","enterococciQPCR_GU100ML"
"9896","C-105-X-10",NA,"ANP","enterococciQPCR_GU100ML"
"9897","C-105-X-20",NA,"ANP","enterococciQPCR_GU100ML"
"9898","C-105-X-30",NA,"ANP","enterococciQPCR_GU100ML"
"9899","C-105-X-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9900","C-105-X-60",NA,"ANP","enterococciQPCR_GU100ML"
"9901","C-105-X-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9902","C-503-C-5",NA,"ANP","enterococciQPCR_GU100ML"
"9903","C-503-C-10",NA,"ANP","enterococciQPCR_GU100ML"
"9904","C-503-C-20",NA,"ANP","enterococciQPCR_GU100ML"
"9905","C-503-C-30",NA,"ANP","enterococciQPCR_GU100ML"
"9906","C-503-C-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9907","C-503-C-60",NA,"ANP","enterococciQPCR_GU100ML"
"9908","C-503-C-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9909","C-504-X-5",NA,"ANP","enterococciQPCR_GU100ML"
"9910","C-504-X-10",NA,"ANP","enterococciQPCR_GU100ML"
"9911","C-504-X-20",NA,"ANP","enterococciQPCR_GU100ML"
"9912","C-504-X-30",NA,"ANP","enterococciQPCR_GU100ML"
"9913","C-504-X-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9914","C-504-X-60",NA,"ANP","enterococciQPCR_GU100ML"
"9915","C-504-X-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9916","C-401-S-5",NA,"ANP","enterococciQPCR_GU100ML"
"9917","C-401-S-10",NA,"ANP","enterococciQPCR_GU100ML"
"9918","C-401-S-20",NA,"ANP","enterococciQPCR_GU100ML"
"9919","C-401-S-30",NA,"ANP","enterococciQPCR_GU100ML"
"9920","C-401-S-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9921","C-401-S-60",NA,"ANP","enterococciQPCR_GU100ML"
"9922","C-401-S-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9923","C-402-X-5",NA,"ANP","enterococciQPCR_GU100ML"
"9924","C-402-X-10",NA,"ANP","enterococciQPCR_GU100ML"
"9925","C-402-X-20",NA,"ANP","enterococciQPCR_GU100ML"
"9926","C-402-X-30",NA,"ANP","enterococciQPCR_GU100ML"
"9927","C-402-X-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9928","C-402-X-60",NA,"ANP","enterococciQPCR_GU100ML"
"9929","C-402-X-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9930","C-201-P-5",NA,"ANP","enterococciQPCR_GU100ML"
"9931","C-201-P-10",NA,"ANP","enterococciQPCR_GU100ML"
"9932","C-201-P-20",NA,"ANP","enterococciQPCR_GU100ML"
"9933","C-201-P-30",NA,"ANP","enterococciQPCR_GU100ML"
"9934","C-201-P-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9935","C-201-P-60",NA,"ANP","enterococciQPCR_GU100ML"
"9936","C-201-P-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9937","C-202-S-5",NA,"ANP","enterococciQPCR_GU100ML"
"9938","C-202-S-10",NA,"ANP","enterococciQPCR_GU100ML"
"9939","C-202-S-20",NA,"ANP","enterococciQPCR_GU100ML"
"9940","C-202-S-30",NA,"ANP","enterococciQPCR_GU100ML"
"9941","C-202-S-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9942","C-202-S-60",NA,"ANP","enterococciQPCR_GU100ML"
"9943","C-202-S-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9944","C-403-C-5",NA,"ANP","enterococciQPCR_GU100ML"
"9945","C-403-C-10",NA,"ANP","enterococciQPCR_GU100ML"
"9946","C-403-C-20",NA,"ANP","enterococciQPCR_GU100ML"
"9947","C-403-C-30",NA,"ANP","enterococciQPCR_GU100ML"
"9948","C-403-C-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9949","C-403-C-60",NA,"ANP","enterococciQPCR_GU100ML"
"9950","C-403-C-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9951","C-404-P-5",NA,"ANP","enterococciQPCR_GU100ML"
"9952","C-404-P-10",NA,"ANP","enterococciQPCR_GU100ML"
"9953","C-404-P-20",NA,"ANP","enterococciQPCR_GU100ML"
"9954","C-404-P-30",NA,"ANP","enterococciQPCR_GU100ML"
"9955","C-404-P-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9956","C-404-P-60",NA,"ANP","enterococciQPCR_GU100ML"
"9957","C-404-P-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9958","C-409-C-5",NA,"ANP","enterococciQPCR_GU100ML"
"9959","C-409-C-10",NA,"ANP","enterococciQPCR_GU100ML"
"9960","C-409-C-20",NA,"ANP","enterococciQPCR_GU100ML"
"9961","C-409-C-30",NA,"ANP","enterococciQPCR_GU100ML"
"9962","C-409-C-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9963","C-409-C-60",NA,"ANP","enterococciQPCR_GU100ML"
"9964","C-409-C-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9965","C-410-S-5",NA,"ANP","enterococciQPCR_GU100ML"
"9966","C-410-S-10",NA,"ANP","enterococciQPCR_GU100ML"
"9967","C-410-S-20",NA,"ANP","enterococciQPCR_GU100ML"
"9968","C-410-S-30",NA,"ANP","enterococciQPCR_GU100ML"
"9969","C-410-S-30-T1",NA,"ANP","enterococciQPCR_GU100ML"
"9970","C-410-S-60",NA,"ANP","enterococciQPCR_GU100ML"
"9971","C-410-S-T1",NA,"ANP","enterococciQPCR_GU100ML"
"10076","C-101-S-15",NA,"ANP","Giardia_CystsPerLiter"
"10077","C-102-P-15",NA,"ANP","Giardia_CystsPerLiter"
"10078","C-102-P-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10079","C-102-P-T2",NA,"ANP","Giardia_CystsPerLiter"
"10080","C-105-X-15",NA,"ANP","Giardia_CystsPerLiter"
"10081","C-106-P-15",NA,"ANP","Giardia_CystsPerLiter"
"10082","C-106-P-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10083","C-106-P-T2",NA,"ANP","Giardia_CystsPerLiter"
"10084","C-107-C-15",NA,"ANP","Giardia_CystsPerLiter"
"10085","C-107-C-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10086","C-107-C-T2",NA,"ANP","Giardia_CystsPerLiter"
"10087","C-108-P-15",NA,"ANP","Giardia_CystsPerLiter"
"10088","C-108-P-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10089","C-108-P-T2",NA,"ANP","Giardia_CystsPerLiter"
"10090","C-109-C-15",NA,"ANP","Giardia_CystsPerLiter"
"10091","C-110-X-15",NA,"ANP","Giardia_CystsPerLiter"
"10092","C-110-X-15",NA,"ANP","Giardia_CystsPerLiter"
"10093","C-111-S-15",NA,"ANP","Giardia_CystsPerLiter"
"10094","C-112-P-15",NA,"ANP","Giardia_CystsPerLiter"
"10095","C-112-P-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10096","C-112-P-T2",NA,"ANP","Giardia_CystsPerLiter"
"10097","C-201-P-15",NA,"ANP","Giardia_CystsPerLiter"
"10098","C-201-P-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10099","C-201-P-T2",NA,"ANP","Giardia_CystsPerLiter"
"10100","C-202-S-15",NA,"ANP","Giardia_CystsPerLiter"
"10101","C-203-P-15",NA,"ANP","Giardia_CystsPerLiter"
"10102","C-203-P-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10103","C-203-P-T2",NA,"ANP","Giardia_CystsPerLiter"
"10104","C-204-X-15",NA,"ANP","Giardia_CystsPerLiter"
"10105","C-205-C-15",NA,"ANP","Giardia_CystsPerLiter"
"10106","C-206-P-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10107","C-206-P-T2",NA,"ANP","Giardia_CystsPerLiter"
"10108","C-209-C-15",NA,"ANP","Giardia_CystsPerLiter"
"10109","C-209-C-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10110","C-209-C-T2",NA,"ANP","Giardia_CystsPerLiter"
"10111","C-210-S-15",NA,"ANP","Giardia_CystsPerLiter"
"10112","C-307-C-15",NA,"ANP","Giardia_CystsPerLiter"
"10113","C-308-X-15",NA,"ANP","Giardia_CystsPerLiter"
"10114","C-401-S-15",NA,"ANP","Giardia_CystsPerLiter"
"10115","C-402-X-15",NA,"ANP","Giardia_CystsPerLiter"
"10116","C-403-C-15",NA,"ANP","Giardia_CystsPerLiter"
"10117","C-404-P-15",NA,"ANP","Giardia_CystsPerLiter"
"10118","C-404-P-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10119","C-404-P-T2",NA,"ANP","Giardia_CystsPerLiter"
"10120","C-405-X-15",NA,"ANP","Giardia_CystsPerLiter"
"10121","C-406-S-15",NA,"ANP","Giardia_CystsPerLiter"
"10122","C-407-X-15",NA,"ANP","Giardia_CystsPerLiter"
"10123","C-407-X-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10124","C-408-P-15",NA,"ANP","Giardia_CystsPerLiter"
"10125","C-408-P-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10126","C-408-P-T2",NA,"ANP","Giardia_CystsPerLiter"
"10127","C-409-C-15",NA,"ANP","Giardia_CystsPerLiter"
"10128","C-410-S-15",NA,"ANP","Giardia_CystsPerLiter"
"10129","C-411-S-15",NA,"ANP","Giardia_CystsPerLiter"
"10130","C-412-C-15",NA,"ANP","Giardia_CystsPerLiter"
"10131","C-501-X-15",NA,"ANP","Giardia_CystsPerLiter"
"10132","C-501-X-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10133","C-501-X-T2",NA,"ANP","Giardia_CystsPerLiter"
"10134","C-502-S-15",NA,"ANP","Giardia_CystsPerLiter"
"10135","C-502-S-30-T2",NA,"ANP","Giardia_CystsPerLiter"
"10136","C-503-C-15",NA,"ANP","Giardia_CystsPerLiter"
"10137","C-504-X-15",NA,"ANP","Giardia_CystsPerLiter"
"10138","C-105-X-30-T2",0.769230769,"BDL","Giardia_CystsPerLiter"
"10139","C-105-X-T2",0.125,"BDL","Giardia_CystsPerLiter"
"10140","C-110-X-30-T2",0.666666667,"BDL","Giardia_CystsPerLiter"
"10141","C-110-X-T2",0.125,"BDL","Giardia_CystsPerLiter"
"10142","C-204-X-30-T2",1,"BDL","Giardia_CystsPerLiter"
"10143","C-204-X-T2",0.105263158,"BDL","Giardia_CystsPerLiter"
"10144","C-308-X-30-T2",0.333333333,"BDL","Giardia_CystsPerLiter"
"10145","C-308-X-T2",0.142857143,"BDL","Giardia_CystsPerLiter"
"10146","C-402-X-T2",0.1,"BDL","Giardia_CystsPerLiter"
"10147","C-403-C-30-T2",1.587301587,"BDL","Giardia_CystsPerLiter"
"10148","C-403-C-T2",0.142857143,"BDL","Giardia_CystsPerLiter"
"10149","C-410-S-T2",0.125,"BDL","Giardia_CystsPerLiter"
"10150","C-411-S-30-T2",10,"BDL","Giardia_CystsPerLiter"
"10151","C-503-C-30-T2",1.538461538,"BDL","Giardia_CystsPerLiter"
"10152","C-503-C-T2",0.454545455,"BDL","Giardia_CystsPerLiter"
"10153","C-504-X-T2",0.222222222,"BDL","Giardia_CystsPerLiter"
"10154","C-101-S-30-T2",17.9245283,"WR","Giardia_CystsPerLiter"
"10155","C-101-S-T2",4.958677686,"WR","Giardia_CystsPerLiter"
"10156","C-109-C-30-T2",43.24324324,"WR","Giardia_CystsPerLiter"
"10157","C-109-C-T2",14.41441441,"WR","Giardia_CystsPerLiter"
"10158","C-111-S-30-T2",1,"WR","Giardia_CystsPerLiter"
"10159","C-111-S-T2",2,"WR","Giardia_CystsPerLiter"
"10160","C-202-S-30-T2",8.235294118,"WR","Giardia_CystsPerLiter"
"10161","C-202-S-T2",4.6,"WR","Giardia_CystsPerLiter"
"10162","C-205-C-30-T2",247.6190476,"WR","Giardia_CystsPerLiter"
"10163","C-205-C-T2",314.2857143,"WR","Giardia_CystsPerLiter"
"10164","C-210-S-30-T2",2,"WR","Giardia_CystsPerLiter"
"10165","C-210-S-T2",0.243902439,"WR","Giardia_CystsPerLiter"
"10166","C-307-C-30-T2",0.571428571,"WR","Giardia_CystsPerLiter"
"10167","C-307-C-T2",0.428571429,"WR","Giardia_CystsPerLiter"
"10168","C-401-S-30-T2",12.14285714,"WR","Giardia_CystsPerLiter"
"10169","C-401-S-T2",16.42857143,"WR","Giardia_CystsPerLiter"
"10170","C-402-X-30-T2",0.142857143,"WR","Giardia_CystsPerLiter"
"10171","C-405-X-30-T2",0.666666667,"WR","Giardia_CystsPerLiter"
"10172","C-405-X-T2",0.285714286,"WR","Giardia_CystsPerLiter"
"10173","C-406-S-30-T2",288.8888889,"WR","Giardia_CystsPerLiter"
"10174","C-406-S-T2",100,"WR","Giardia_CystsPerLiter"
"10175","C-407-X-T2",0.4,"WR","Giardia_CystsPerLiter"
"10176","C-409-C-30-T2",3,"WR","Giardia_CystsPerLiter"
"10177","C-409-C-T2",2.428571429,"WR","Giardia_CystsPerLiter"
"10178","C-410-S-30-T2",0.5,"WR","Giardia_CystsPerLiter"
"10179","C-411-S-T2",147.4550898,"WR","Giardia_CystsPerLiter"
"10180","C-412-C-30-T2",14.28571429,"WR","Giardia_CystsPerLiter"
"10181","C-412-C-T2",112.5827815,"WR","Giardia_CystsPerLiter"
"10182","C-502-S-T2",1.066666667,"WR","Giardia_CystsPerLiter"
"10183","C-504-X-30-T2",1.333333333,"WR","Giardia_CystsPerLiter"
"10185","C-101-S-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10186","C-101-S-30-T2",2400,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10187","C-101-S-T2",11000,"TNTC","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10188","C-102-P-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10189","C-102-P-30-T2",430,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10190","C-102-P-T2",230,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10191","C-105-X-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10192","C-105-X-30-T2",0.03,"BDL","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10193","C-105-X-T2",0.03,"BDL","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10194","C-106-P-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10195","C-106-P-30-T2",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10196","C-106-P-T2",29,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10197","C-107-C-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10198","C-107-C-30-T2",93,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10199","C-107-C-T2",15,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10200","C-108-P-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10201","C-108-P-30-T2",23,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10202","C-108-P-T2",2.8,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10203","C-109-C-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10204","C-109-C-30-T2",200,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10205","C-109-C-T2",11000,"TNTC","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10206","C-110-X-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10207","C-110-X-30-T2",11,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10208","C-110-X-T2",11,"TNTC","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10209","C-111-S-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10210","C-111-S-30-T2",2.3,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10211","C-111-S-T2",0.36,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10212","C-112-P-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10213","C-112-P-30-T2",0.44,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10214","C-112-P-T2",0.36,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10215","C-201-P-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10216","C-201-P-30-T2",0.24,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10217","C-201-P-T2",0.44,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10218","C-202-S-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10219","C-202-S-30-T2",0.21,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10220","C-202-S-T2",0.21,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10221","C-203-P-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10222","C-203-P-30-T2",430,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10223","C-203-P-T2",230,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10224","C-204-X-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10225","C-204-X-30-T2",0.03,"BDL","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10226","C-204-X-T2",0.43,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10227","C-205-C-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10228","C-205-C-30-T2",11000,"TNTC","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10229","C-205-C-T2",11000,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10230","C-206-P-30-T2",230,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10231","C-206-P-T2",430,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10232","C-209-C-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10233","C-209-C-30-T2",92,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10234","C-209-C-T2",92,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10235","C-210-S-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10236","C-210-S-30-T2",23,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10237","C-210-S-T2",23,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10238","C-307-C-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10239","C-307-C-30-T2",9.2,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10240","C-307-C-T2",7.3,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10241","C-308-X-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10242","C-308-X-30-T2",0.03,"BDL","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10243","C-308-X-T2",0.03,"BDL","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10244","C-401-S-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10245","C-401-S-30-T2",29,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10246","C-401-S-T2",12,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10247","C-402-X-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10248","C-402-X-30-T2",0.036,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10249","C-402-X-T2",0.03,"BDL","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10250","C-403-C-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10251","C-403-C-30-T2",0.13,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10252","C-403-C-drip",15,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10253","C-403-C-T2",0.36,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10254","C-404-P-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10255","C-404-P-30-T2",24,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10256","C-404-P-drip",24,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10257","C-404-P-T2",9.3,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10258","C-405-X-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10259","C-405-X-30-T2",0.03,"BDL","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10260","C-405-X-T2",0.93,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10261","C-406-S-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10262","C-406-S-30-T2",0.32,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10263","C-406-S-T2",1.3,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10264","C-407-X-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10265","C-407-X-30-T2",0.03,"BDL","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10266","C-407-X-T2",0.03,"BDL","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10267","C-408-P-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10268","C-408-P-30-T2",42,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10269","C-408-P-T2",230,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10270","C-409-C-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10271","C-409-C-30-T2",0.44,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10272","C-409-C-drip",0.92,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10273","C-409-C-T2",0.36,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10274","C-410-S-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10275","C-410-S-30-T2",46,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10276","C-410-S-drip",4.3,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10277","C-410-S-T2",46,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10278","C-411-S-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10279","C-411-S-30-T2",150,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10280","C-411-S-T2",430,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10281","C-412-C-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10282","C-412-C-30-T2",11000,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10283","C-412-C-T2",2900,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10284","C-501-X-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10285","C-501-X-30-T2",0.03,"BDL","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10286","C-501-X-T2",0.03,"BDL","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10287","C-502-S-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10288","C-502-S-30-T2",9.2,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10289","C-502-S-T2",0.52,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10290","C-503-C-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10291","C-503-C-30-T2",4.3,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10292","C-503-C-T2",24,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10293","C-504-X-15",0,"ANP","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10294","C-504-X-30-T2",1.5,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10295","C-504-X-T2",0.073,"WR","SalmonellaCulturableSurrogate_strain3895_MPNPerML"
"10296","C-101-S-15",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10297","C-101-S-30-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10298","C-101-S-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10299","C-102-P-15",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10300","C-102-P-30-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10301","C-102-P-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10302","C-105-X-15",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10303","C-105-X-30-T2",9.3,"WR","SalmonellaCulturableWildType_MPNPerML"
"10304","C-105-X-T2",2.3,"WR","SalmonellaCulturableWildType_MPNPerML"
"10305","C-106-P-15",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10306","C-106-P-30-T2",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10307","C-106-P-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10308","C-107-C-15",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10309","C-107-C-30-T2",23,"WR","SalmonellaCulturableWildType_MPNPerML"
"10310","C-107-C-T2",0.92,"WR","SalmonellaCulturableWildType_MPNPerML"
"10311","C-108-P-15",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10312","C-108-P-30-T2",0.036,"WR","SalmonellaCulturableWildType_MPNPerML"
"10313","C-108-P-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10314","C-109-C-15",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10315","C-109-C-30-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10316","C-109-C-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10317","C-110-X-15",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10318","C-110-X-30-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10319","C-110-X-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10320","C-111-S-15",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10321","C-111-S-30-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10322","C-111-S-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10323","C-112-P-15",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10324","C-112-P-30-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10325","C-112-P-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
"10326","C-201-P-15",NA,"ANP","SalmonellaCulturableWildType_MPNPerML"
"10327","C-201-P-30-T2",0.03,"BDL","SalmonellaCulturableWildType_MPNPerML"
